price,title,link,number,pic_url
23.50,秦之恋大米手工锅巴400g×2袋 老襄阳特产二阳锅巴休闲零食小吃 麻辣味1袋+五香味1袋,https://item.jd.com/10706681072.html,10706681072,https://item.jd.com/bigimage.aspx?id=10706681072
28.90,零食大礼包送男女朋友儿童零食小吃一整箱656g包邮,https://item.jd.com/10113593452.html,10113593452,https://item.jd.com/bigimage.aspx?id=10113593452
0.42,甘源牌系列瓜子仁/炒米/蚕豆/青豆炒货小吃休闲零食 独立包装单袋13克 肉松味蚕豆,https://item.jd.com/1446010087.html,1446010087,https://item.jd.com/bigimage.aspx?id=1446010087
19.90,【京东超市】椰坊 椰坊布丁 组合装 200g*3,https://item.jd.com/3643288.html,3643288,https://item.jd.com/bigimage.aspx?id=3643288
199.00,【上海馆】上海特产非遗年货礼盒2673g糕点食品精选年货礼盒零食特产小吃大礼包年货礼盒,https://item.jd.com/10100626247.html,10100626247,https://item.jd.com/bigimage.aspx?id=10100626247
15.90,【京东超市】祖名 休闲零食 豆腐干 五香味豆干500g/袋,https://item.jd.com/3087489.html,3087489,https://item.jd.com/bigimage.aspx?id=3087489
44.80,【京东超市】甘源牌蚕豆285g*4袋 蟹黄味 休闲零食办公室零食 蟹黄味,https://item.jd.com/1698694584.html,1698694584,https://item.jd.com/bigimage.aspx?id=1698694584
32.50,波力海苔 夹心脆桶装  即食紫菜脆片 办公室休闲零食小吃 海苔桶装75g,https://item.jd.com/10420170041.html,10420170041,https://item.jd.com/bigimage.aspx?id=10420170041
7.80,【京东超市】中洋宝 欧式蛋糕 原味 年货零食 96g,https://item.jd.com/2072465.html,2072465,https://item.jd.com/bigimage.aspx?id=2072465
69.80,煌上煌 年货礼盒 酱鸭450克 礼盒装 休闲零食小吃 年味好礼 江西特产 麻辣味 酱鸭,https://item.jd.com/1452851265.html,1452851265,https://item.jd.com/bigimage.aspx?id=1452851265
46.90,创食人麻辣零食大礼包套餐组合 休闲小吃特产卤味食品1080g,https://item.jd.com/1521461652.html,1521461652,https://item.jd.com/bigimage.aspx?id=1521461652
36.00,楼兰丝路红枣新疆枣若羌一级红枣灰枣小枣子 500g,https://item.jd.com/10982341173.html,10982341173,https://item.jd.com/bigimage.aspx?id=10982341173
28.90,【京东超市】良品铺子夫妻肺片 麻辣美食四川特产 零食风味小吃小包装160g 五香味,https://item.jd.com/3739210.html,3739210,https://item.jd.com/bigimage.aspx?id=3739210
18.90,【京东超市】三只松鼠 肉干肉脯 零食即食海味鲜爽鱿鱼足片88g/袋,https://item.jd.com/2518083.html,2518083,https://item.jd.com/bigimage.aspx?id=2518083
19.90,三只松鼠_滋滋炭烤肠198g休闲零食猪肉类炭烤肠迷你肉枣小香肠,https://item.jd.com/1601645277.html,1601645277,https://item.jd.com/bigimage.aspx?id=1601645277
19.90,三只松鼠_小贱泡椒凤爪280g零食四川特产小吃鸡爪泡椒味,https://item.jd.com/1700744399.html,1700744399,https://item.jd.com/bigimage.aspx?id=1700744399
