price,title,link,number,pic_url
16.90,三只松鼠_爽口脆笋192gx2袋零食特产即食笋尖笋段笋片香辣味,https://item.jd.com/11132111381.html,11132111381,https://item.jd.com/bigimage.aspx?id=11132111381
80.00,【嘉华鲜花饼_现烤玫瑰饼*20枚原味1000g】两盒送纸袋 新鲜的云南地方特产年货美食糕点,https://item.jd.com/1474400535.html,1474400535,https://item.jd.com/bigimage.aspx?id=1474400535
5.60,【京东超市】Orion 好丽友 呀!土豆 清新芒果味 70g/袋,https://item.jd.com/1145408.html,1145408,https://item.jd.com/bigimage.aspx?id=1145408
49.90,切糕王子_切糕100g*4盒 综合味 新疆特产切糕零食小吃,https://item.jd.com/1549449865.html,1549449865,https://item.jd.com/bigimage.aspx?id=1549449865
21.90,【京东超市】金磨坊 休闲零食 香辣味 素毛肚 22g*20包/盒,https://item.jd.com/3552317.html,3552317,https://item.jd.com/bigimage.aspx?id=3552317
109.00,新年礼物年货零食大礼包送女友休闲美食进口零食好吃的一整箱组合小吃贴纸大礼盒,https://item.jd.com/11082354108.html,11082354108,https://item.jd.com/bigimage.aspx?id=11082354108
4.30,盼盼艾比利薯片香辣味/番茄味/原味/烧烤味休闲零食独立小包 60g 原味60g,https://item.jd.com/10105258764.html,10105258764,https://item.jd.com/bigimage.aspx?id=10105258764
13.60,【免邮年货】越南特产450g* n盒黄龙绿豆糕绿豆饼进口童年零食大礼包好吃的绿豆酥糕点 360gX1盒,https://item.jd.com/10608442819.html,10608442819,https://item.jd.com/bigimage.aspx?id=10608442819
4.20,【京东超市】生和堂龟苓膏（金银花）215g,https://item.jd.com/903307.html,903307,https://item.jd.com/bigimage.aspx?id=903307
18.80,苏太太 蟹黄瓜子仁炒货 独立包装称重 小包装零食 410g,https://item.jd.com/1282622837.html,1282622837,https://item.jd.com/bigimage.aspx?id=1282622837
25.20,盼盼食品零食大礼包小吃正宗新虾条薯片薯条膨化食品原味/香辣 原味50g*3+香辣50g*3,https://item.jd.com/10504598096.html,10504598096,https://item.jd.com/bigimage.aspx?id=10504598096
13.50,盼盼 麦香鸡味块 休闲零食品 薯片薯条 105g 三种口味组合装315g,https://item.jd.com/10087260591.html,10087260591,https://item.jd.com/bigimage.aspx?id=10087260591
4.50,【京东超市】芝麻官 怪味胡豆120g,https://item.jd.com/1530837.html,1530837,https://item.jd.com/bigimage.aspx?id=1530837
5.20,【京东超市】旺旺浪味仙蕃茄味70g,https://item.jd.com/859519.html,859519,https://item.jd.com/bigimage.aspx?id=859519
15.00,【京东超市】鹭珍 蒜香花生380g/袋 龙岩特产休闲坚果零食,https://item.jd.com/2117737.html,2117737,https://item.jd.com/bigimage.aspx?id=2117737
89.90,包邮【周黑鸭_锁鲜】气调盒装卤鸭脖320g卤鸭脖200g组合麻辣零食 领券满199减100,https://item.jd.com/10531907239.html,10531907239,https://item.jd.com/bigimage.aspx?id=10531907239
14.90,【京东超市】内蒙古特产零食 雪原酸奶奶酪250g,https://item.jd.com/2082415.html,2082415,https://item.jd.com/bigimage.aspx?id=2082415
12.00,【京东超市】亲亲 小鱼组合装 182g/组（55g*2小鱼果 18g*4小鱼果）,https://item.jd.com/2882094.html,2882094,https://item.jd.com/bigimage.aspx?id=2882094
28.80,西域良品 枣夹核桃 和田大枣夹纸皮核桃 挂干玉枣夹核桃 238g,https://item.jd.com/10437811474.html,10437811474,https://item.jd.com/bigimage.aspx?id=10437811474
9.90,洪湖农家泡藕带400g湖北特产酸辣味酸菜泡菜,https://item.jd.com/11052253161.html,11052253161,https://item.jd.com/bigimage.aspx?id=11052253161
7.50,【巧厨烘焙】展艺布丁粉 芒果草莓奶酪鸡蛋果冻粉 diy原料75g 芒果味75G,https://item.jd.com/1515727162.html,1515727162,https://item.jd.com/bigimage.aspx?id=1515727162
22.80,【京东配送】北京稻香村 糕点点心 早餐 饼干蛋糕 北京特产 绿豆潮糕400g,https://item.jd.com/1012412042.html,1012412042,https://item.jd.com/bigimage.aspx?id=1012412042
16.00,【京东超市】悠伴山楂羹280g,https://item.jd.com/3287499.html,3287499,https://item.jd.com/bigimage.aspx?id=3287499
79.00,神栗有机板栗仁礼盒1000g甘栗仁熟栗子仁坚果礼包承德特产节日礼盒,https://item.jd.com/1219164262.html,1219164262,https://item.jd.com/bigimage.aspx?id=1219164262
7.80,【京东超市】康辉 小美梅九制青津果50g,https://item.jd.com/2921614.html,2921614,https://item.jd.com/bigimage.aspx?id=2921614
13.50,休闲零食内蒙特产塔拉额吉牛奶酪奶片蒙古酪酥228g袋装 原味,https://item.jd.com/10330364235.html,10330364235,https://item.jd.com/bigimage.aspx?id=10330364235
9.90,【京东超市】洽洽 E-大粒佐餐瘦肉酱 香辣味175g/瓶,https://item.jd.com/2151728.html,2151728,https://item.jd.com/bigimage.aspx?id=2151728
14.80,【京东超市】渔享 鱼豆腐 麻辣味 50克*3包 组合装,https://item.jd.com/2846639.html,2846639,https://item.jd.com/bigimage.aspx?id=2846639
6.80,北京特产红螺驴打滚3个装 传统糕点休闲零食小吃美食糯米 芝麻味,https://item.jd.com/11044503323.html,11044503323,https://item.jd.com/bigimage.aspx?id=11044503323
49.00,国爱堂鲜花糕玫瑰糕鲜花饼玫瑰饼玫瑰花饼山东特产糕点心零食小吃 500g,https://item.jd.com/10425040117.html,10425040117,https://item.jd.com/bigimage.aspx?id=10425040117
9.90,长寿人家豆干零食平江酱干香干子湖南特产豆制品香辣豆腐干240g/袋 香辣味,https://item.jd.com/1617552680.html,1617552680,https://item.jd.com/bigimage.aspx?id=1617552680
19.90,洽洽喀吱脆薯片35gX12支整盒装多味可选 休闲零食六一儿童节零食礼物 葱香烤翅12支,https://item.jd.com/10329222716.html,10329222716,https://item.jd.com/bigimage.aspx?id=10329222716
16.50,甘源牌炒香米 蟹黄味炒米一斤 炒货休闲零食品独立包装500 酱汁牛肉味,https://item.jd.com/10429246856.html,10429246856,https://item.jd.com/bigimage.aspx?id=10429246856
29.90,【鑫炳记】休闲食品休闲零食馍片小零食烤馒零食礼包送女友 山西特产 麻辣口味,https://item.jd.com/10412251259.html,10412251259,https://item.jd.com/bigimage.aspx?id=10412251259
36.80,四川特产 年货 零食牛肉干 卤汁牛肉248克 五香/香辣 四川特产休闲零食品小吃 五香味,https://item.jd.com/1675731008.html,1675731008,https://item.jd.com/bigimage.aspx?id=1675731008
19.90,都市派麻辣豆干散装豆香卷400g 休闲零食香菇鸡汁脆笋山椒夹心豆腐干小包装混合味四川特产 混合口味,https://item.jd.com/10664715141.html,10664715141,https://item.jd.com/bigimage.aspx?id=10664715141
18.80,鸽鸽_辣酱干500g 江西特产小吃 鸽鸽辣条辣椒辣酱干500g 散称小包装鹰潭特产零食辣条,https://item.jd.com/1646080779.html,1646080779,https://item.jd.com/bigimage.aspx?id=1646080779
37.80,【无穷农场】无穷盐焗鸡蛋600g盒装 无穷鸡蛋 卤蛋休闲零食大礼包,https://item.jd.com/11044661337.html,11044661337,https://item.jd.com/bigimage.aspx?id=11044661337
23.00,【呼伦贝尔特色馆】绿川然 原味奶酥468克袋装牛奶酪 内蒙古特产休闲零食食品 家庭装奶制品,https://item.jd.com/10467930665.html,10467930665,https://item.jd.com/bigimage.aspx?id=10467930665
9.90,【京东超市】农夫山庄 休闲零食 蜜饯果干 妙酸奶梅93g,https://item.jd.com/3086865.html,3086865,https://item.jd.com/bigimage.aspx?id=3086865
55.50,包邮陆草垫泡椒臭干子牛板筋大刀肉辣条麻辣片休闲零食品大礼包美食小吃重庆特产 50袋臭干子50袋牛板筋,https://item.jd.com/10218136294.html,10218136294,https://item.jd.com/bigimage.aspx?id=10218136294
14.90,新农哥_蒜香青豌豆100g×2袋坚果炒货蒜香味,https://item.jd.com/1626221692.html,1626221692,https://item.jd.com/bigimage.aspx?id=1626221692
49.90,舜华东江鱼 235g泡椒鱼块+235g毛毛鱼小鱼仔干小吃湖南特产休闲零食两口味组合  ,https://item.jd.com/1060135353.html,1060135353,https://item.jd.com/bigimage.aspx?id=1060135353
19.90,佳之源小鱼仔 整盒20袋独立小包共320g 四种口味可选 小鱼干 辣味零食 办公休闲零食 酱汁 16g*20包,https://item.jd.com/10136165766.html,10136165766,https://item.jd.com/bigimage.aspx?id=10136165766
17.90,龙一香辣鱿鱼须250g包邮鱿鱼头爪仔章鱼须墨鱼须大连特产海鲜零食,https://item.jd.com/1776939375.html,1776939375,https://item.jd.com/bigimage.aspx?id=1776939375
19.90,【包邮】顶牛爆炒牛筋味素牛筋辣条湖南特产小吃零食 红色盒装45g*20包,https://item.jd.com/1639841651.html,1639841651,https://item.jd.com/bigimage.aspx?id=1639841651
12.80,两口子 紫薯饼260g/袋,https://item.jd.com/3604209.html,3604209,https://item.jd.com/bigimage.aspx?id=3604209
19.90,川洋 麻辣黑米锅巴32g*10袋 休闲零食小吃 膨化食品 小米锅巴 糯米锅巴 四川特产,https://item.jd.com/10191413883.html,10191413883,https://item.jd.com/bigimage.aspx?id=10191413883
